FrameworkName,D_is,D_fs,D_isfs,ASA_m^2/cm^3,ASA_m^2/g,NASA_m^2/cm^3,NASA_m^2/g,Unitcell_volume,Density,AV_Volume_fraction,AV_cm^3/g,NAV_Volume_fraction,NAV_cm^3/g,n_pockets
RUTBUE,5.46179,3.3167,5.42607,1604.81,868.255,0.0,0.0,1567.53,1.84831,0.06728,0.0364007,0.0,0.0,0
XINWUO,6.28388,4.28799,6.2795,2668.15,2429.29,0.0,0.0,1783.73,1.09832,0.18087,0.164678,0.0,0.0,0
BEPLUF,10.54661,10.45745,10.54661,1511.26,1712.92,8.17182,9.26229,2762.08,0.882268,0.253115,0.286891,0.0,0.0,12
Zn-DOBDC,11.71732,10.90932,11.71732,1734.15,1422.06,0.0,0.0,1327.16,1.21946,0.347595,0.285039,0.0,0.0,0
HAJLEK,5.8515,3.44987,5.65675,520.04,382.188,0.0,0.0,2022.8,1.36069,0.028645,0.0210518,0.0,0.0,0
IMACZN01,4.79524,3.4985,4.79524,852.817,599.935,0.0,0.0,769.996,1.42152,0.019315,0.0135876,0.0,0.0,0
PEKKAS,3.45164,2.93856,3.45164,1359.48,757.052,0.0,0.0,806.86,1.79576,0.016515,0.00919668,0.0,0.0,0
EZUCIM,5.27092,4.42324,5.21472,2341.46,2334.65,0.0,0.0,2501.28,1.00292,0.115365,0.115029,0.0,0.0,0
FUDQIF,4.3814,3.86214,4.38008,986.041,626.507,0.0,0.0,387.889,1.57387,0.02921,0.0185594,0.0,0.0,0
VAGTUU,6.4105,3.89316,6.4105,1862.18,1564.01,0.00758967,0.00637442,5132.81,1.19065,0.10456,0.0878179,0.0,0.0,1
GACPUX,5.9525,3.77259,5.85811,2268.94,2220.42,0.0,0.0,3387.39,1.02185,0.123105,0.120473,0.0,0.0,0
HAKWUM,3.50559,2.63697,3.50084,0.0,0.0,664.881,298.77,271.189,2.2254,0.0,0.0,0.007805,0.00350724,1
APEBED,4.58202,3.62787,4.5574,995.994,602.931,0.0,0.0,1894.1,1.65192,0.02853,0.0172708,0.0,0.0,0
ZEDROR,5.08255,3.56751,5.06998,1731.17,1390.65,0.0,0.0,3539.08,1.24486,0.057135,0.0458966,0.0,0.0,0
IFEPUG,8.50415,8.15117,8.50415,716.943,531.536,0.0,0.0,1815.58,1.34881,0.10075,0.0746952,0.0,0.0,0
GULPIN,4.24475,3.50387,4.19004,1033.26,739.449,0.0,0.0,2185.14,1.39734,0.0284,0.0203244,0.0,0.0,0
YIKLUZ,3.81518,2.68861,3.8056,0.0,0.0,610.221,352.13,1628.15,1.73294,0.0,0.0,0.00811,0.00467991,8
ZIF-4,5.19108,2.48543,4.80336,0.0,0.0,1151.9,943.499,4342.2,1.22088,0.0,0.0,0.0461,0.0377597,12
PENNUT,5.51848,4.07497,5.40477,1527.35,1135.46,0.0,0.0,2115.07,1.34514,0.09419,0.0700224,0.0,0.0,0
MAKXAZ,5.08726,4.83873,5.06957,1075.89,845.215,0.0,0.0,2075.35,1.27292,0.06968,0.0547404,0.0,0.0,0
CUNXIS10,4.73091,2.77205,4.5381,0.0,0.0,1062.75,557.905,1331.49,1.90489,0.0,0.0,0.037685,0.0197833,2
NHBZZN10,3.40814,2.94018,3.40605,291.446,189.282,0.0,0.0,1439.16,1.53975,0.003115,0.00202306,0.0,0.0,0
HAFQOW,7.39305,6.93116,7.36894,2010.31,2126.91,0.0,0.0,1462.44,0.945179,0.20438,0.216234,0.0,0.0,0
NIHBIQ,5.25122,3.88968,5.25122,1349.62,808.375,0.0,0.0,1741.1,1.66955,0.060675,0.0363421,0.0,0.0,0
VUSKEA,14.99758,7.99678,14.99758,2199.56,3698.76,0.0,0.0,4299.69,0.594675,0.502245,0.84457,0.0,0.0,0
NOFHUM,4.52799,3.71651,4.48929,1451.75,1237.9,0.0,0.0,3733.82,1.17276,0.043685,0.0372499,0.0,0.0,0
HIFVUO,7.50154,5.9811,7.50154,2338.03,2852.83,0.0,0.0,6468.57,0.819546,0.272245,0.33219,0.0,0.0,0
ZnBDC,6.21962,4.91955,6.21962,1745.92,1445.3,0.0,0.0,1261.93,1.208,0.137685,0.113978,0.0,0.0,0
UVEXAV,4.66793,3.98237,4.65272,1317.64,660.376,0.0,0.0,553.489,1.99529,0.060955,0.0305495,0.0,0.0,0
XUGSEY,7.45351,5.81909,7.11831,2729.17,3846.48,0.0,0.0,3616.54,0.709523,0.300685,0.423785,0.0,0.0,0
REDYEG,6.00247,5.30029,6.00247,1291.18,751.655,0.0,0.0,998.317,1.71779,0.0922,0.0536737,0.0,0.0,0
MIDRAT,4.2048,3.33834,4.2048,902.024,713.877,0.0,0.0,2533.27,1.26356,0.02403,0.0190178,0.0,0.0,0
WONZUV,11.45781,9.81279,11.45781,2272.98,3739.98,0.0,0.0,3672.37,0.60775,0.379975,0.625216,0.0,0.0,0
MIFKUJ,6.05079,4.58023,5.97678,2177.02,2375.45,0.0,0.0,2086.9,0.91647,0.156235,0.170475,0.0,0.0,0
BEPPIX,9.77409,9.63706,9.77409,1453.78,1467.82,0.0,0.0,2742.63,0.990438,0.206775,0.208771,0.0,0.0,0
EMIVAY,4.88617,3.76872,4.88617,1190.11,1018.46,0.980928,0.839449,3171.21,1.16854,0.04405,0.0376967,0.0,0.0,6
NEHNEV,5.92864,4.61701,5.92332,2002.05,2054.29,0.0,0.0,2319.48,0.974569,0.15521,0.15926,0.0,0.0,0
WOGHEG,4.98706,2.98597,4.98706,1291.76,1040.03,0.0,0.0,999.136,1.24204,0.051515,0.0414762,0.0,0.0,0
TEVZIE,4.89772,3.64059,4.89772,1200.93,636.081,0.0,0.0,1640.37,1.88802,0.04787,0.0253546,0.0,0.0,0
TEDHAN,10.07567,9.53567,10.07567,2288.79,2545.34,0.0,0.0,5328.29,0.899209,0.31892,0.354667,0.0,0.0,0
FIJCUX,7.05898,5.83044,7.05683,1836.26,1453.6,0.0,0.0,4404.19,1.26326,0.17349,0.137335,0.0,0.0,0
OFERUN04,11.43126,3.48146,11.43126,1763.79,1929.21,0.0,0.0,4960.32,0.914253,0.23086,0.252512,0.0,0.0,0
UVAROZ,4.79706,3.34321,4.64621,863.211,701.885,0.0,0.0,1387.65,1.22985,0.025805,0.0209823,0.0,0.0,0
ISUCUV,5.63872,3.87203,5.6203,2064.12,1932.83,0.0,0.0,2519.16,1.06793,0.092765,0.0868646,0.0,0.0,0
KEFBOO,11.98727,8.05488,11.98727,2467.48,3423.06,0.0,0.0,3324.24,0.72084,0.388535,0.539003,0.0,0.0,0
PUWCUF,5.62914,3.92719,5.62914,2494.04,2068.1,0.0,0.0,4836.07,1.20596,0.133165,0.110422,0.0,0.0,0
FERHAN,10.23981,6.40536,10.23981,1939.54,2473.52,174.006,221.912,4990.82,0.784123,0.305825,0.390022,0.008265,0.0105404,1
WECJAR,5.22485,4.07167,5.22485,816.573,561.019,1.44827,0.995018,1865.41,1.45552,0.041675,0.0286324,0.0,0.0,2
KEXPOU,4.06064,2.7409,4.02482,0.0,0.0,1032.55,770.776,1286.94,1.33962,0.0,0.0,0.026475,0.019763,2
LIRNEH,4.04228,2.51715,4.0368,0.0,0.0,942.736,816.172,6025.17,1.15507,0.0,0.0,0.017545,0.0151895,2
XISVUR,5.04407,3.94718,5.0182,2265.58,1928.64,0.0,0.0,4443.78,1.1747,0.096455,0.0821103,0.0,0.0,0
TECVEE,6.29319,4.18887,6.28368,1437.27,1231.48,0.0,0.0,1965.53,1.16711,0.094745,0.081179,0.0,0.0,0
OYEBIE,4.32919,3.14651,4.32311,962.795,737.477,0.0,0.0,2105.04,1.30552,0.025155,0.0192681,0.0,0.0,0
HIDMEO,3.70259,2.55733,3.46033,0.0,0.0,223.165,146.607,1264.34,1.52219,0.0,0.0,0.003245,0.00213179,4
ACUBAB,6.47918,4.30437,6.24909,1472.91,637.778,0.0,0.0,1622.68,2.30944,0.09567,0.0414256,0.0,0.0,0
TASXIW,7.39302,4.84143,7.39181,2318.35,2095.84,0.0,0.0,3098.68,1.10616,0.20382,0.184258,0.0,0.0,0
QEDZEG,4.67279,4.35368,4.65959,1316.7,1038.62,0.0,0.0,3590.47,1.26775,0.049145,0.0387657,0.0,0.0,0
IRMOF-7,10.76467,4.73734,10.76467,2719.94,3834.46,0.0,0.0,2153.89,0.709341,0.367675,0.518333,0.0,0.0,0
PEVQIS,14.89487,7.78421,14.89379,2250.05,3714.32,0.0,0.0,4220.9,0.605776,0.486555,0.803193,0.0,0.0,0
DAXHIV,7.62222,6.92477,7.62222,2458.07,2786.74,0.0,0.0,1679.41,0.882059,0.245045,0.27781,0.0,0.0,0
MEJQOJ,5.07328,3.68023,5.06179,1611.4,1331.68,0.0,0.0,1765.39,1.21005,0.07185,0.0593777,0.0,0.0,0
UXEHIP,6.08949,4.81637,6.08807,1865.72,1977.91,0.0,0.0,4858.98,0.94328,0.130125,0.13795,0.0,0.0,0
HUTZAX01,5.14597,3.91522,5.14597,773.098,545.829,0.0,0.0,4524.52,1.41637,0.03143,0.0221905,0.0,0.0,0
IBIDAA,10.20779,10.07678,10.20779,1156.64,955.306,0.0,0.0,2901.1,1.21075,0.19939,0.164683,0.0,0.0,0
HUTZEB,3.89243,2.46393,3.88968,0.0,0.0,800.899,583.089,1704.95,1.37355,0.0,0.0,0.019105,0.0139093,4
NIKZAJ,4.56098,3.58427,4.53545,1072.03,591.155,0.0,0.0,1602.94,1.81346,0.036,0.0198516,0.0,0.0,0
NIKYOW02,4.72462,3.68194,4.72462,1169.18,667.531,0.0,0.0,1659.63,1.75151,0.044455,0.025381,0.0,0.0,0
HAFVOB,5.59823,4.10574,5.59823,2183.97,2206.31,0.0,0.0,6165.38,0.989877,0.11026,0.111388,0.0,0.0,0
EBOTOF,3.863,2.42708,3.62414,0.0,0.0,534.083,319.194,1135.07,1.67322,0.0,0.0,0.00903,0.00539677,4
HAJLOU,5.88599,3.5289,5.88599,521.231,383.829,0.0,0.0,2026.84,1.35798,0.028665,0.0211086,0.0,0.0,0
QUPHUF,5.02709,3.72665,4.99488,937.422,734.327,0.0,0.0,2350.52,1.27657,0.042055,0.0329437,0.0,0.0,0
SEFBOV,5.65834,5.15011,5.64688,2885.43,2814.13,0.0,0.0,2480.81,1.02534,0.194235,0.189435,0.0,0.0,0
LIFWOO,4.98366,4.55513,4.98366,1485.61,1379.31,0.0,0.0,4761.8,1.07707,0.076685,0.071198,0.0,0.0,0
SAHYOQ03,15.06405,7.94237,15.06405,2252.89,3807.58,0.0,0.0,4321.43,0.591684,0.49774,0.841226,0.0,0.0,0
KANDIO,6.34814,4.18035,6.34814,1715.75,1470.03,0.0,0.0,2069.43,1.16715,0.095715,0.0820072,0.0,0.0,0
CAHSOU,4.04164,2.77879,4.03629,0.0,0.0,542.162,236.313,2953.05,2.29425,0.0,0.0,0.01163,0.00506919,8
PEPXIS,2.78739,2.47168,2.76127,0.0,0.0,0.0,0.0,1299.36,1.89348,0.0,0.0,0.0,0.0,0
BEPNOB,10.36311,10.23127,10.36311,1509.09,1695.03,44.6794,50.1845,2725.87,0.890303,0.24406,0.274131,0.000165,0.00018533,7
IXURAV,4.71651,3.9269,4.71651,599.469,484.406,456.64,368.992,4462.59,1.23753,0.02356,0.0190379,0.012705,0.0102664,4
YASPEP,3.57848,3.19398,3.5679,549.276,422.366,0.0,0.0,2256.5,1.30047,0.00799,0.00614391,0.0,0.0,0
HIHNUJ,8.1478,7.9546,8.13907,2553.77,3141.19,0.0,0.0,3603.25,0.812993,0.3241,0.39865,0.0,0.0,0
FUTKEL,6.7221,5.39444,6.71379,1892.83,1924.17,0.0,0.0,3266.81,0.983709,0.153845,0.156393,0.0,0.0,0
RUPZIM,3.48373,3.25841,3.48305,400.321,258.338,0.0,0.0,1430.01,1.5496,0.006,0.00387196,0.0,0.0,0
HIFTOG01,15.08334,7.94198,15.08218,2215.71,3792.45,0.0,0.0,4376.47,0.584242,0.502445,0.859994,0.0,0.0,0
LEGGOU,4.37373,2.43151,4.37373,0.0,0.0,558.759,340.904,4423.38,1.63905,0.0,0.0,0.013755,0.00839206,13
COF-300,9.36652,9.26615,9.36652,2332.9,4278.05,33.1803,60.8456,3512.21,0.545319,0.301715,0.553282,0.00026,0.000476785,2
XEXMEU,9.62722,8.85338,9.62722,1609.76,1526.45,0.0,0.0,2681.05,1.05458,0.232715,0.220671,0.0,0.0,0
WIYFAM,9.09166,6.13483,9.09166,2517.57,3170.23,0.0,0.0,3421.5,0.794129,0.300175,0.377993,0.0,0.0,0
XEQGEH,4.49557,3.9493,4.49165,1006.79,875.797,17.494,15.2178,3946.64,1.14958,0.03498,0.0304286,0.000125,0.000108736,6
MAPFOY,4.52682,3.38698,4.51576,921.908,740.265,0.0,0.0,3884.66,1.24538,0.029485,0.0236756,0.0,0.0,0
SENWAL,8.65122,7.37341,8.63714,2397.53,3275.92,0.0,0.0,3066.64,0.731865,0.445155,0.608247,0.0,0.0,0
NIKZAJ02,4.67382,3.68928,4.66396,1159.73,656.573,0.0,0.0,1645.7,1.76633,0.04328,0.0245027,0.0,0.0,0
EGEJIK,10.26084,8.70015,10.22633,2380.15,3497.33,0.0,0.0,4871.13,0.680562,0.363095,0.533522,0.0,0.0,0
ATOWOW,9.60606,7.73922,9.60387,2061.44,2381.8,0.0,0.0,2137.86,0.865497,0.286225,0.330706,0.0,0.0,0
MOF-69,7.05898,5.83044,7.05683,1837.09,1454.25,0.0,0.0,4404.19,1.26326,0.17349,0.137335,0.0,0.0,0
REFTUT,6.62287,5.81813,6.60232,887.57,616.161,0.0,0.0,3247.48,1.44048,0.068145,0.0473071,0.0,0.0,0
TATPOV,8.94506,6.39643,8.9366,2350.99,2520.85,0.0,0.0,7037.11,0.932619,0.261015,0.279873,0.0,0.0,0
FIPWOS,5.20561,3.82141,5.20561,1270.13,984.424,0.0,0.0,745.463,1.29023,0.05366,0.0415895,0.0,0.0,0
HEBZAR,7.80014,3.25092,7.7995,1467.46,855.615,0.0,0.0,5165.47,1.7151,0.10196,0.0594486,0.0,0.0,0
NIKYUC01,4.94759,3.68791,4.94354,1250.89,730.812,0.0,0.0,1698.28,1.71164,0.05167,0.0301874,0.0,0.0,0
SENWIT,8.52908,6.49629,8.43809,2553.45,3259.92,0.0,0.0,2865.33,0.783284,0.40699,0.519594,0.0,0.0,0
DEJCEB,4.6846,2.81125,4.66897,1523.64,1187.14,0.0,0.0,5590.16,1.28345,0.05723,0.0445906,0.0,0.0,0
MATTUX,6.25712,5.16476,6.25712,1958.01,1830.94,0.0,0.0,2221.45,1.06941,0.125545,0.117397,0.0,0.0,0
YARKAF,4.78127,3.38887,4.78127,658.146,495.031,39.5599,29.7554,3743.76,1.32951,0.022595,0.016995,0.00052,0.000391123,6
RAJFAL,3.99252,2.95999,3.97563,975.628,735.99,0.0,0.0,935.388,1.3256,0.015765,0.0118927,0.0,0.0,0
IYUJAO,6.23359,4.26512,6.23359,1304.0,933.424,83.7177,59.9265,4183.19,1.39701,0.091475,0.0654793,0.001645,0.00117752,1
REYBAA,4.19945,3.50951,4.19839,879.867,680.256,0.0,0.0,2468.92,1.29344,0.02694,0.0208283,0.0,0.0,0
